Homo sapiens,Caenorhabditis elegans,Relations,ID
646486,178686,n:m,
646486,191701,n:m,
646486,188761,n:m,
3612,172477,01:01,
92421,174091,n:m,
92421,CAEEL14681,n:m,
85481,171688,n:1,597738
11059,171647,01:01,
51115,173369,01:01,
734,177185,n:1,
1666,174316,1:m,
1666,189090,1:m,
1666,179872,1:m,566491
HUMAN28013,177679,n:1,
91147,185278,01:01,
54704,172035,n:1,914311
55656,173216,01:01,
137682,174761,01:01,
79666,176397,01:01,853747
51001,179336,01:01,941559
9791,CAEEL09274,1:m,
9791,181211,1:m,848624
6156,172921,01:01,941892
HUMAN28071,182812,01:01,
6788,180708,n:1,598708
3788,179003,n:m,
3788,185719,n:m,
3788,183120,n:m,
3788,183753,n:m,
5440,184886,01:01,
169166,184624,n:1,
26986,172920,n:m,
26986,181473,n:m,594482
HUMAN28096,178113,n:m,
HUMAN28096,181348,n:m,846596
51123,177731,1:m,716034
51123,187247,1:m,
HUMAN28104,175525,n:1,
51366,172697,01:01,946954
528,177017,01:01,874580
81034,186841,01:01,769026
HUMAN28121,173778,01:01,904448
1807,172464,1:m,
1807,177852,1:m,901030
55074,179225,n:1,
3646,172959,01:01,898048
9694,173509,01:01,826608
7201,183056,01:01,
84955,172067,01:01,
HUMAN28158,172044,01:01,960167
84294,175715,01:01,892754
5885,173808,n:m,
5885,CAEEL19208,n:m,
169026,176715,n:m,893193
169026,188574,n:m,
6873,CAEEL09902,01:01,944793
79075,171887,01:01,
28998,172479,01:01,962001
6641,266844,n:1,882488
79139,172915,01:01,589095
55093,187641,01:01,811212
114907,183975,n:1,
157769,173371,01:01,761231
4715,175904,01:01,
9897,172306,01:01,
51571,174234,n:1,
HUMAN28241,174042,n:1,
10397,173217,n:1,940452
51305,173613,n:1,824168
HUMAN28274,181345,01:01,557582
27161,173468,n:m,
27161,181504,n:m,724854
11156,180677,n:1,
116447,266847,n:1,
HUMAN28344,177070,01:01,957648
7264,187512,01:01,593595
225689,175857,01:01,598748
22827,171922,01:01,595200
26873,189679,01:01,878628
54512,24105309,01:01,939508
8733,172256,01:01,
1537,172582,01:01,959179
HUMAN28381,172953,01:01,
727957,24104280,n:1,803855
23246,175069,01:01,960707
8694,179540,01:01,894027
79581,3896860,n:m,886536
79581,178842,n:m,
29894,177003,01:01,752332
51160,173229,01:01,923187
2875,172252,n:1,
441381,171771,01:01,
6132,180343,01:01,961125
100287171,190025,n:1,605746
81704,180988,n:1,
6595,178015,n:1,594830
7436,174116,n:1,599833
9933,174572,01:01,
6505,174530,n:m,
6505,188744,n:m,
50808,174608,01:01,
10171,174151,01:01,910437
57589,174664,01:01,891787
79956,183431,1:m,
79956,174245,1:m,914985
26953,3565440,n:1,
2731,174012,01:01,733855
23081,175080,01:01,
5789,174685,n:1,
HUMAN28505,CAEEL05727,01:01,597740
158219,174046,n:1,778461
11168,172730,01:01,
6456,172078,n:1,
158297,188307,01:01,
10670,174726,n:1,
6194,173260,01:01,892901
340485,189124,n:1,
25769,172834,01:01,
HUMAN28558,174252,01:01,957283
1993,174506,n:1,
9373,3565222,01:01,593939
80173,CAEEL04734,01:01,
79817,177511,n:1,557626
48,181324,01:01,958586
23586,177425,n:1,937100
138474,173257,n:1,
3301,173341,n:1,
55234,173175,01:01,593931
2683,190668,n:1,933519
51510,179242,01:01,530110
4799,175902,01:01,594360
364,174467,n:m,
364,180589,n:m,
364,180744,n:m,
360,174467,n:m,881042
360,180589,n:m,
360,180744,n:m,
65083,CAEEL03295,01:01,
54926,171734,n:1,595587
318,189639,01:01,920776
2592,175506,01:01,872522
HUMAN28650,3564910,01:01,
7415,174309,1:m,
7415,174624,1:m,593650
30968,172777,01:01,593566
7016,178307,01:01,
7169,173319,n:1,
7094,171736,n:1,595423
57704,173305,01:01,868093
9827,3565369,01:01,940656
4882,172051,n:1,
1211,179150,n:1,
92014,177763,n:1,
219,175691,n:m,
219,187001,n:m,
79937,178167,n:1,
728577,178167,n:1,
5239,173843,n:1,
HUMAN28757,172184,n:1,
23137,173874,01:01,593699
80036,178031,n:m,
80036,178036,n:m,
51104,172585,n:1,
7763,172441,n:1,707487
138199,174983,01:01,
26578,172926,01:01,596638
55312,187789,01:01,554247
2650,172446,n:m,
2650,172447,n:m,
2650,173108,n:m,
2650,173109,n:m,
2650,173114,n:m,
2650,174679,n:m,
23230,172705,n:1,
2776,171751,n:1,
29968,172756,01:01,949637
158158,CAEEL18465,01:01,
414328,36805006,01:01,902710
29979,172434,n:1,
84267,177378,01:01,884054
3190,172330,01:01,600820
80010,179383,01:01,543450
60560,179228,01:01,
81689,180262,01:01,593556
79670,175707,01:01,
1612,187322,01:01,596645
158046,190187,1:m,925958
158046,174582,1:m,
158046,177168,1:m,
158046,177228,1:m,
549,176908,01:01,954555
4920,174473,n:1,
10558,173389,01:01,859133
3376,177926,01:01,531128
23299,183417,n:1,901894
84641,188895,n:1,
8789,266822,n:1,
2203,266822,n:1,862313
5727,173631,1:m,
5727,174274,1:m,
3293,175895,n:m,
3293,184934,n:m,
3293,182292,n:m,
3293,182291,n:m,
3293,184337,n:m,
22927,173512,n:1,
7111,172275,n:1,949142
4686,172345,01:01,929091
7507,187120,01:01,
10541,173372,n:m,
10541,CAEEL13946,n:m,
55357,173986,01:01,596443
9568,191240,01:01,575581
85365,173912,01:01,843422
23071,172191,01:01,859551
54886,174710,n:1,
570,189157,n:m,
570,172309,n:m,
570,172725,n:m,
570,187017,n:m,
56254,176180,n:1,
1539,191291,01:01,
10592,174669,01:01,593546
55151,174867,n:1,942337
5887,174785,n:1,845619
8518,CAEEL00818,01:01,
8727,CAEEL00339,01:01,945086
23731,175457,01:01,
5774,175463,n:1,
7295,189905,1:m,
7295,181863,1:m,
HUMAN29028,176464,01:01,803835
548645,178043,01:01,574239
7357,174001,1:m,771043
7357,188169,1:m,
7357,181790,1:m,
9991,174647,n:1,589593
84263,3565470,1:m,566480
84263,179529,1:m,
1318,4926895,1:m,
1318,174118,1:m,752106
HUMAN29054,175423,01:01,
1317,190381,01:01,
9128,183250,01:01,593671
114987,173617,01:01,
81932,186851,01:01,
9550,172216,n:1,850771
51552,181649,01:01,564968
HUMAN29111,177677,01:01,574734
4702,175371,01:01,
5082,190455,n:1,
10783,181398,n:1,
5695,173168,01:01,
2516,174066,01:01,
2649,181621,01:01,887003
11224,176097,01:01,892988
81873,171882,n:m,738118
81873,183522,n:m,
5537,183199,01:01,915379
3309,174203,1:m,
3309,180880,1:m,593661
89853,182286,01:01,896958
6136,178279,01:01,961367
6812,CAEEL19245,01:01,785278
1025,173023,01:01,
2356,175842,01:01,531077
203,181317,01:01,
114789,186276,n:m,
114789,181399,n:m,769037
80142,177925,01:01,927030
HUMAN29223,181644,n:1,
HUMAN29228,173870,01:01,
26995,177480,01:01,
51117,171966,01:01,830259
10999,178190,n:m,
10999,181138,n:m,
81605,13191153,01:01,
51148,3565069,n:1,949583
6709,180603,01:01,598057
29941,CAEEL19700,n:1,805358
10444,175249,01:01,
54662,CAEEL20085,01:01,594138
2021,172045,01:01,775384
51490,176028,01:01,945789
56904,180667,n:1,539067
1384,181682,01:01,
5524,175395,01:01,947564
28989,171590,n:1,912316
27348,174433,n:m,
27348,189606,n:m,935581
27348,189605,n:m,
1861,174433,n:m,935580
1861,189606,n:m,
1861,189605,n:m,
51759,172531,01:01,
23048,176812,n:m,
23048,180492,n:m,594287
23413,180448,01:01,593795
8939,175989,n:m,
8939,179423,n:m,597321
8939,181773,n:m,
23404,177403,01:01,
10319,180980,n:1,596062
83549,178160,n:1,959663
9328,175520,01:01,
6837,174595,01:01,
6130,177203,01:01,574894
6834,175415,01:01,936118
6836,180843,01:01,944406
1621,181639,01:01,849966
7410,181153,n:1,595426
8019,172054,n:1,
11091,175474,n:1,594000
HUMAN29395,179229,01:01,947427
HUMAN29404,181332,n:1,
169714,178168,n:m,
169714,180538,n:m,
169714,180664,n:m,
26086,CAEEL18835,n:1,540710
23203,171737,01:01,852435
10555,179398,01:01,
29085,185336,01:01,724557
8721,178071,01:01,
2529,187342,n:m,
2529,188084,n:m,
2529,3565968,n:m,
2529,173958,n:m,
91373,175497,n:1,
11253,177726,1:m,
11253,180787,1:m,722673
2902,173929,01:01,
27158,180314,01:01,888083
142680,CAEEL18521,n:1,
10383,181036,n:1,
54932,176346,1:m,
54932,176347,1:m,929256
375775,176225,n:1,
HUMAN29518,CAEEL18425,n:1,595393
4535,2565698,01:01,593572
4512,CAEEL12756,01:01,593619
4513,CAEEL12757,01:01,
4514,2565701,01:01,593585
4538,CAEEL12755,01:01,593586
4519,CAEEL12753,01:01,593601
8225,179372,01:01,943337
28227,181721,01:01,
293,189112,n:1,
207063,172172,01:01,
5613,180673,01:01,594717
8226,24104817,01:01,550877
8228,182024,1:m,
8228,179492,1:m,871510
425054,176190,01:01,
1183,174449,n:1,
3052,174713,01:01,588797
5634,176016,n:1,
92552,180049,n:1,
6399,180478,n:1,926253
54960,184305,01:01,900087
2742,172103,n:m,
2742,172270,n:m,
2742,178930,n:m,
2742,180086,n:m,
158747,175798,01:01,
5277,174386,01:01,843424
59272,180780,n:1,
8905,178989,n:1,932982
56474,189267,n:1,
94056,172821,01:01,
5931,172802,n:1,537041
5475,175257,n:1,
5256,176149,n:1,892614
5160,3565996,n:1,953422
389840,24104671,n:1,954389
1964,177254,n:1,
6197,172647,n:1,
51360,176616,01:01,779108
168400,175083,01:01,600191
23597,173471,1:m,
23597,186453,1:m,932816
1968,171792,n:1,593643
5165,176226,n:1,
9468,181021,n:1,
5422,176544,01:01,838167
2710,173747,n:1,712408
1756,173038,n:1,
83604,188736,01:01,941577
HUMAN29730,172476,n:1,787336
10159,181526,01:01,894521
HUMAN29752,190611,n:1,
63904,182228,n:1,
HUMAN29766,CAEEL19402,n:1,
84679,181258,n:1,596407
8241,172312,n:1,
7317,177855,01:01,936503
5127,177615,n:1,
24140,175543,01:01,961854
64840,180904,01:01,
10013,177316,01:01,918388
10245,177242,n:1,827624
10084,176847,01:01,886361
7355,191452,01:01,
56850,177317,01:01,597092
27238,177923,01:01,595218
6855,177608,n:1,
778,177513,n:1,
1184,174449,n:1,
170685,259365,n:1,882056
55190,259365,n:1,
23708,179537,n:1,594219
8243,172116,n:1,593750
3028,178016,01:01,566472
10075,177084,01:01,
90121,178464,01:01,
54552,174329,01:01,931763
5207,172147,n:m,
5207,177363,n:m,
10325,174726,n:1,920817
29978,172434,n:1,899231
158584,190217,01:01,771961
55613,176757,n:1,
55906,191463,01:01,802301
4478,172174,n:1,
4983,175849,n:1,
286451,173123,01:01,944532
139562,177679,n:1,936611
3476,190617,01:01,857031
24137,176750,n:1,594261
HUMAN30009,189240,n:1,773614
54413,181484,n:1,844194
26548,172138,n:1,
HUMAN30020,173257,n:1,724629
8473,176000,01:01,594284
HUMAN30032,174979,01:01,955153
6191,177481,n:1,
HUMAN30039,176149,n:1,
53344,175219,n:1,
389874,176979,n:1,596517
22,171807,01:01,593594
139596,3565732,01:01,959662
158866,191420,n:1,
84061,176089,n:1,865421
538,176770,n:1,712691
5230,171965,n:1,
169966,172187,n:1,
6451,260216,n:1,599576
27330,172647,n:1,
1121,175311,n:1,
286499,175619,n:1,
79979,186775,n:1,
1678,175331,01:01,909191
HUMAN30128,174695,n:1,
100529097,174695,n:1,
2717,179660,n:1,
728343,CAEEL16392,n:1,557383
728343,CAEEL16392,n:1,
100996648,174353,n:1,
9643,176702,n:1,
HUMAN30168,172103,n:m,
HUMAN30168,172270,n:m,
HUMAN30168,178930,n:m,
HUMAN30168,180086,n:m,
54885,178316,n:1,
5631,176016,n:1,938462
5716,13188172,01:01,594068
115201,190777,n:1,922664
1287,181708,01:01,594977
55916,171866,n:1,785261
2182,176005,n:m,
2182,180859,n:m,594204
84187,3564990,01:01,589576
5063,180873,n:1,594915
79868,179890,01:01,851376
7224,192056,n:1,
10857,CAEEL19311,01:01,791396
292,176773,01:01,
63932,176589,01:01,279288
7319,177170,n:1,593710
23157,179976,n:1,
6170,179153,01:01,950437
7737,176507,01:01,
79576,171995,01:01,596161
23439,182726,n:m,
23439,181494,n:m,
8450,174198,n:1,
28985,177377,01:01,947683
29071,182687,01:01,
2747,178130,n:1,
57187,175900,01:01,948101
10735,179749,n:1,838372
10178,175953,n:1,
6594,175944,n:1,593844
4952,CAEEL01891,n:1,
51114,173062,n:1,
10813,172192,n:1,593851
9131,176635,01:01,845314
57826,180011,n:1,
2239,181658,n:1,936734
3251,173323,n:1,922630
HUMAN30360,181060,01:01,829803
203522,24104403,n:1,
93380,13187162,01:01,
10479,181258,n:1,
9459,181490,n:1,897909
4168,180571,n:1,
HUMAN30425,177073,n:1,
84548,178473,n:1,
4534,172148,n:1,
8776,172148,n:1,724461
3149,175890,n:1,
1260,176297,n:1,
1069,CAEEL08432,01:01,
492,177004,n:m,
492,177089,n:m,
215,24104835,n:1,
HUMAN30512,176328,n:1,
3421,172430,1:m,936831
3421,175598,1:m,
6748,176626,01:01,
3897,177078,n:1,
554,188227,n:m,
554,184471,n:m,920571
393,178079,n:1,595495
HUMAN30525,177622,n:1,948292
2316,176855,n:1,
6134,174311,n:1,922948
6901,178095,01:01,928555
2664,178402,n:1,953826
9130,179970,n:1,952008
55558,246019,n:1,
HUMAN30572,178046,01:01,921809
1736,176504,01:01,955315
7411,173141,01:01,960214
116442,183941,n:1,
1193,173314,n:m,
1193,175100,n:m,
55217,174358,01:01,
6192,177481,n:1,
8653,190611,n:1,596157
7404,CAEEL19402,n:1,
HUMAN30636,181484,n:1,
9086,177254,n:1,
140032,177481,n:1,
102724788,178350,n:1,890211
107987373,188274,n:1,
