"Gene","Tau","InteractionType","ARC_Connected","ARC_Connected_Threshold","Dataset"
"FCAMR",0.976204463,"Dir",1,"1","DISEASE"
"FCF1P2",0.20043978,"Dir",1,"1","DISEASE"
"FCHSD2",0.295499817,"Dir",1,"1","DISEASE"
"FCN3",0.688238755,"Dir",1,"1","DISEASE"
"FCRL3",0.948622877,"Dir",1,"1","DISEASE"
"FDFT1",0.173214907,"Dir",1,"1","DISEASE"
"FEM1A",0.891757679,"Dir",1,"1","DISEASE"
"FERMT3",0.523393616,"Dir",1,"1","DISEASE"
"FETUB",0.958278548,"Dir",1,"1","DISEASE"
"FGD5",0.386471827,"Dir",1,"1","DISEASE"
"FGD5-AS1",0.178576642,"Dir",1,"1","DISEASE"
"FGF12",0.879062779,"Dir",1,"1","DISEASE"
"FGF23",0.974463534,"Dir",2,"2","DISEASE"
"FGFR3",0.568554714,"Dir",1,"1","DISEASE"
"FHIP1A",0.71001869,"Dir",1,"1","DISEASE"
"FHIP2A",0.210102913,"Dir",2,"2","DISEASE"
"FHOD1",0.406348439,"Dir",1,"1","DISEASE"
"FILNC1",1,"Dir",1,"1","DISEASE"
"FKBP10",0.263033371,"Dir",1,"1","DISEASE"
"FKBP15",0.22662979,"Dir",1,"1","DISEASE"
"FKBP2",0.187377457,"Dir",1,"1","DISEASE"
"FKBP5",0.264861594,"Dir",1,"1","DISEASE"
"FLAD1",0.138112663,"Dir",1,"1","DISEASE"
"FLRT1",0.686441099,"Dir",2,"2","DISEASE"
"FLT1",0.431669096,"Dir",1,"1","DISEASE"
"FMC1",0.330963874,"Dir",1,"1","DISEASE"
"FMNL1",0.504578267,"Dir",1,"1","DISEASE"
"FMNL1-DT",0.584315272,"Dir",1,"1","DISEASE"
"FNBP4",0.14443798,"Dir",1,"1","DISEASE"
"FNDC4",0.468494288,"Dir",2,"2","DISEASE"
"FOLH1",0.873418569,"Dir",1,"1","DISEASE"
"FOSB",0.538665772,"Dir",1,"1","DISEASE"
"FOSL2",0.195244188,"Dir",1,"1","DISEASE"
"FOXA1",0.799867789,"Dir",1,"1","DISEASE"
"FOXA3",0.865489254,"Dir",1,"1","DISEASE"
"FOXC1",0.601436969,"Dir",1,"1","DISEASE"
"FOXCUT",0.928179851,"Dir",1,"1","DISEASE"
"FOXK1",0.275626515,"Dir",1,"1","DISEASE"
"FOXP1",0.298849508,"Dir",1,"1","DISEASE"
"FRMD5",0.857764202,"Dir",1,"1","DISEASE"
"FRMD8",0.300740123,"Dir",2,"2","DISEASE"
"FRY",0.424640653,"Dir",1,"1","DISEASE"
"FSTL4",0.89041275,"Dir",1,"1","DISEASE"
"FUT11",0.224722922,"Dir",1,"1","DISEASE"
"GABARAP",0.096794279,"Dir",1,"1","DISEASE"
"GADD45A",0.283293903,"Dir",1,"1","DISEASE"
"GAL3ST1",0.793935912,"Dir",1,"1","DISEASE"
"GALR1",1,"Dir",1,"1","DISEASE"
"GAPDHP43",0.978439784,"Dir",1,"1","DISEASE"
"GAS7",0.477427641,"Dir",1,"1","DISEASE"
"GATA4",0.846783897,"Dir",1,"1","DISEASE"
"GATA5",0.73458763,"Dir",2,"2","DISEASE"
"GATAD2A",0.225273049,"Dir",2,"2","DISEASE"
"GCA",0.55858787,"Dir",1,"1","DISEASE"
"GCKR",0.905586901,"Dir",2,"2","DISEASE"
"GDF15",0.514396053,"Dir",1,"1","DISEASE"
"GEMIN7",0.262771299,"Dir",1,"1","DISEASE"
"GEMIN7-AS1",0.751857305,"Dir",1,"1","DISEASE"
"GFAP",0.933615843,"Dir",1,"1","DISEASE"
"GFM2",0.164481756,"Dir",1,"1","DISEASE"
"GFOD2",0.312252966,"Dir",1,"1","DISEASE"
"GGA1",0.352925864,"Dir",1,"1","DISEASE"
"GHRHR",1,"Dir",1,"1","DISEASE"
"GIMAP1",0.531906488,"Dir",1,"1","DISEASE"
"GIMAP2",0.511273138,"Dir",1,"1","DISEASE"
"GIMAP5",0.352611939,"Dir",1,"1","DISEASE"
"GIMAP6",0.423980768,"Dir",1,"1","DISEASE"
"GINS4",0.921391933,"Dir",1,"1","DISEASE"
"GIPR",0.612859176,"Dir",1,"1","DISEASE"
"GJC2",0.540993205,"Dir",1,"1","DISEASE"
"GLIS3",0.57866319,"Dir",1,"1","DISEASE"
"GLS2",0.846237207,"Dir",1,"1","DISEASE"
"GLT8D1",0.202515165,"Dir",1,"1","DISEASE"
"GLUD1P3",0.37140484,"Dir",1,"1","DISEASE"
"GMDS",0.419064624,"Dir",1,"1","DISEASE"
"GMIP",0.560970267,"Dir",1,"1","DISEASE"
"GNB1",0.111662846,"Dir",1,"1","DISEASE"
"GNG12",0.252556883,"Dir",2,"2","DISEASE"
"GNL3",0.115180039,"Dir",1,"1","DISEASE"
"GOLGA6C",1,"Dir",1,"1","DISEASE"
"GOLGA6D",1,"Dir",1,"1","DISEASE"
"GOLGA7",0.127323324,"Dir",1,"1","DISEASE"
"GOLGB1",0.134543142,"Dir",1,"1","DISEASE"
"GOLM2",0.175869261,"Dir",1,"1","DISEASE"
"GORAB",0.282031586,"Dir",1,"1","DISEASE"
"GORAB-AS1",1,"Dir",1,"1","DISEASE"
"GPAT4-AS1",0.98450675,"Dir",1,"1","DISEASE"
"GPN1",0.138672386,"Dir",2,"2","DISEASE"
"GPR137",0.455337885,"Dir",1,"1","DISEASE"
"GPR22",0.909292824,"Dir",1,"1","DISEASE"
"GPR3",0.810145723,"Dir",1,"1","DISEASE"
"GPR89A",0.377384734,"Dir",1,"1","DISEASE"
"GPRC5A",0.604735102,"Dir",1,"1","DISEASE"
"GPRIN1",0.910893914,"Dir",1,"1","DISEASE"
"GPRIN3",0.693927027,"Dir",1,"1","DISEASE"
"GPSM1",0.349700075,"Dir",1,"1","DISEASE"
"GRIN2D",0.894669264,"Dir",1,"1","DISEASE"
"GRIP1",0.695697729,"Dir",2,"2","DISEASE"
"GRWD1",0.171315703,"Dir",1,"1","DISEASE"
"GSAP",0.370957306,"Dir",1,"1","DISEASE"
"GSTM1",0.285306995,"Dir",1,"1","DISEASE"
"GSTM2",0.374864781,"Dir",1,"1","DISEASE"
"GSTM3",0.438349909,"Dir",1,"1","DISEASE"
"GSTM5",0.58817062,"Dir",1,"1","DISEASE"
"GSTO1",0.13789014,"Dir",1,"1","DISEASE"
"GSTO2",0.64223227,"Dir",1,"1","DISEASE"
"GTDC1",0.523354959,"Dir",1,"1","DISEASE"
"GTF2A1",0.206122097,"Dir",1,"1","DISEASE"
"GUK1",0.136588833,"Dir",1,"1","DISEASE"
"GUSBP2",0.770049505,"Dir",5,"4+","DISEASE"
"GYG1",0.308667177,"Dir",1,"1","DISEASE"
"GYPA",0.982411664,"Dir",1,"1","DISEASE"
"GYPB",0.991880584,"Dir",1,"1","DISEASE"
"H1-2",0.229300491,"Dir",2,"2","DISEASE"
"H1-3",0.830880066,"Dir",1,"1","DISEASE"
"H1-4",0.595030102,"Dir",1,"1","DISEASE"
"H1-5",1,"Dir",6,"4+","DISEASE"
"H1-6",1,"Dir",3,"3","DISEASE"
"H2AC1",1,"Dir",1,"1","DISEASE"
"H2AC11",0.979514843,"Dir",4,"4+","DISEASE"
"H2AC12",0.971404483,"Dir",4,"4+","DISEASE"
"H2AC13",0.995967101,"Dir",5,"4+","DISEASE"
"H2AC16",1,"Dir",6,"4+","DISEASE"
"H2AC4",1,"Dir",5,"4+","DISEASE"
"H2AC5P",1,"Dir",5,"4+","DISEASE"
"H2AC7",0.77651316,"Dir",4,"4+","DISEASE"
"H2AC9P",0.990712054,"Dir",1,"1","DISEASE"
"H2AZ1-DT",0.998181261,"Dir",1,"1","DISEASE"
"H2BC1",1,"Dir",1,"1","DISEASE"
"H2BC11",0.75619268,"Dir",4,"4+","DISEASE"
"H2BC12",0.296548112,"Dir",4,"4+","DISEASE"
"H2BC14",0.972561225,"Dir",5,"4+","DISEASE"
"H2BC15",0.994278973,"Dir",6,"4+","DISEASE"
"H2BC17",0.962796483,"Dir",5,"4+","DISEASE"
"H2BC3",1,"Dir",5,"4+","DISEASE"
"H2BC5",0.353116086,"Dir",3,"3","DISEASE"
"H2BC6",0.925427227,"Dir",4,"4+","DISEASE"
"H2BC7",0.84092793,"Dir",4,"4+","DISEASE"
"H2BC9",0.799237535,"Dir",1,"1","DISEASE"
"H3C1",1,"Dir",5,"4+","DISEASE"
"H3C10",0.748807253,"Dir",5,"4+","DISEASE"
"H3C4",0.707394408,"Dir",4,"4+","DISEASE"
"H3C6",0.630967387,"Dir",1,"1","DISEASE"
"H3P6",0.378132745,"Dir",1,"1","DISEASE"
"H4C4",0.974622726,"Dir",4,"4+","DISEASE"
"H4C5",0.731934526,"Dir",4,"4+","DISEASE"
"H4C8",0.581163458,"Dir",1,"1","DISEASE"
"H4C9",0.574802301,"Dir",4,"4+","DISEASE"
"HCG11",0.390704892,"Dir",4,"4+","DISEASE"
"HDGF",0.117377594,"Dir",1,"1","DISEASE"
"HDHD2",0.187412178,"Dir",1,"1","DISEASE"
"HECTD4",0.244325346,"Dir",2,"2","DISEASE"
"HELB",0.701367974,"Dir",1,"1","DISEASE"
"HELLS",0.736205924,"Dir",1,"1","DISEASE"
"HELZ",0.228144628,"Dir",1,"1","DISEASE"
"HELZ-AS1",0.978619618,"Dir",1,"1","DISEASE"
"HERC3",0.184120629,"Dir",1,"1","DISEASE"
"HERC5",0.564550753,"Dir",1,"1","DISEASE"
"HES5",0.889238632,"Dir",1,"1","DISEASE"
"HEXB",0.148690224,"Dir",1,"1","DISEASE"
"HEXIM1",0.133079912,"Dir",1,"1","DISEASE"
"HEXIM2",0.540525231,"Dir",1,"1","DISEASE"
"HFE",0.346640956,"Dir",5,"4+","DISEASE"
"HGFAC",0.937010237,"Dir",1,"1","DISEASE"
"HHLA2",0.937065549,"Dir",1,"1","DISEASE"
"HIF3A",0.278420278,"Dir",1,"1","DISEASE"
"HIPK1",0.204883795,"Dir",1,"1","DISEASE"
"HIPK1-AS1",1,"Dir",1,"1","DISEASE"
"HMGN2P3",0.594578419,"Dir",1,"1","DISEASE"
"HMGN4",0.154827039,"Dir",4,"4+","DISEASE"
"HNRNPA1P21",1,"Dir",1,"1","DISEASE"
"HNRNPM",0.106015741,"Dir",1,"1","DISEASE"
"HOATZ",0.939925094,"Dir",1,"1","DISEASE"
"HOTTIP",0.898888941,"Dir",1,"1","DISEASE"
"HOXA13",0.876544167,"Dir",1,"1","DISEASE"
"HP",0.793195358,"Dir",1,"1","DISEASE"
"HPD",0.811749387,"Dir",1,"1","DISEASE"
"HPR",0.851573683,"Dir",1,"1","DISEASE"
"HPS3",0.236286509,"Dir",1,"1","DISEASE"
"HPS6",0.220334951,"Dir",1,"1","DISEASE"
"HRC",0.701962989,"Dir",2,"2","DISEASE"
"HRCT1",0.565748515,"Dir",1,"1","DISEASE"
"HRG",0.984605975,"Dir",1,"1","DISEASE"
"HRH1",0.586706778,"Dir",1,"1","DISEASE"
"HS3ST4",0.964025704,"Dir",1,"1","DISEASE"
"HSD17B11",0.230394698,"Dir",1,"1","DISEASE"
"HSP90B1",0.18877683,"Dir",1,"1","DISEASE"
"HSPG2",0.319467143,"Dir",2,"2","DISEASE"
"HTR6",1,"Dir",1,"1","DISEASE"
"HYDIN2",1,"Dir",1,"1","DISEASE"
"IBA57",0.571092311,"Dir",1,"1","DISEASE"
"IBA57-DT",0.88842728,"Dir",1,"1","DISEASE"
"IBSP",0.968162848,"Dir",1,"1","DISEASE"
"ICOS",0.916991828,"Dir",1,"1","DISEASE"
"IER3IP1",0.160891557,"Dir",1,"1","DISEASE"
"IFIH1",0.317519489,"Dir",1,"1","DISEASE"
"IFITM1",0.209598196,"Dir",1,"1","DISEASE"
"IFITM2",0.326352777,"Dir",1,"1","DISEASE"
"IFITM3",0.134652479,"Dir",1,"1","DISEASE"
"IFITM5",0.996197995,"Dir",1,"1","DISEASE"
"IFNA2",1,"Dir",1,"1","DISEASE"
"IFT172",0.343245274,"Dir",2,"2","DISEASE"
"IFT57",0.406811139,"Dir",1,"1","DISEASE"
"IFT80",0.335801612,"Dir",1,"1","DISEASE"
"IGFL2",0.972922778,"Dir",1,"1","DISEASE"
"IGFL2-AS1",0.928609651,"Dir",1,"1","DISEASE"
"IGHMBP2",0.304249736,"Dir",1,"1","DISEASE"
"IGHV1-14",0.923406816,"Dir",1,"1","DISEASE"
"IGHV1-17",0.970735857,"Dir",1,"1","DISEASE"
"IGHV3-11",0.661061208,"Dir",1,"1","DISEASE"
"IGHV3-13",0.788509927,"Dir",1,"1","DISEASE"
"IGHV3-15",0.638094403,"Dir",1,"1","DISEASE"
"IGHV3-16",1,"Dir",1,"1","DISEASE"
"IGHV3-19",0.91700811,"Dir",1,"1","DISEASE"
"IGHV3-20",0.743781612,"Dir",1,"1","DISEASE"
"IGHV3-21",0.611189709,"Dir",1,"1","DISEASE"
"IGHV3-64D",0.754520531,"Dir",1,"1","DISEASE"
"IGHV5-10-1",0.70182489,"Dir",1,"1","DISEASE"
"IGSF11",0.840049166,"Dir",1,"1","DISEASE"
"IGSF23",0.964611472,"Dir",1,"1","DISEASE"
"IKZF5",0.219679789,"Dir",1,"1","DISEASE"
"IL12A-AS1",0.998316288,"Dir",1,"1","DISEASE"
"IL17RB",0.531095561,"Dir",1,"1","DISEASE"
"IL27",0.971832774,"Dir",1,"1","DISEASE"
"IL2RA",0.870672965,"Dir",1,"1","DISEASE"
"IL31RA",0.99695631,"Dir",2,"2","DISEASE"
"IL6R-AS1",0.99950534,"Dir",1,"1","DISEASE"
"IL7R",0.639831429,"Dir",1,"1","DISEASE"
"ILF2",0.137910525,"Dir",1,"1","DISEASE"
"ILF3",0.136290937,"Dir",1,"1","DISEASE"
"ILF3-DT",0.191593861,"Dir",1,"1","DISEASE"
"ILRUN",0.195551393,"Dir",1,"1","DISEASE"
"ING3",0.272475116,"Dir",1,"1","DISEASE"
"INMT",0.513998422,"Dir",1,"1","DISEASE"
"INO80C",0.48954448,"Dir",1,"1","DISEASE"
"INSR",0.292989494,"Dir",2,"2","DISEASE"
"INTS10",0.167312133,"Dir",1,"1","DISEASE"
"INVS",0.313650804,"Dir",1,"1","DISEASE"
"IP6K3",0.778034012,"Dir",1,"1","DISEASE"
"IQCB1",0.221949547,"Dir",1,"1","DISEASE"
"IQCD",0.891262534,"Dir",2,"2","DISEASE"
"IQCE",0.443174037,"Dir",1,"1","DISEASE"
"IQCM",1,"Dir",1,"1","DISEASE"
"IQGAP1",0.226214926,"Dir",1,"1","DISEASE"
"IQGAP2",0.477499525,"Dir",1,"1","DISEASE"
"IRAK3",0.477707563,"Dir",1,"1","DISEASE"
"IRF1",0.37772906,"Dir",1,"1","DISEASE"
"IRF2BP1",0.183339959,"Dir",1,"1","DISEASE"
"IRF4",0.781331576,"Dir",1,"1","DISEASE"
"IRF7",0.337439785,"Dir",1,"1","DISEASE"
"ISL2",0.826997869,"Dir",1,"1","DISEASE"
"IST1",0.101609291,"Dir",1,"1","DISEASE"
"ITGA5",0.364227174,"Dir",1,"1","DISEASE"
"ITGB2",0.570131524,"Dir",1,"1","DISEASE"
"ITGB2-AS1",0.708829305,"Dir",1,"1","DISEASE"
"ITGB3",0.538746043,"Dir",1,"1","DISEASE"
"ITIH1",0.994883592,"Dir",1,"1","DISEASE"
"ITIH3",0.792555538,"Dir",1,"1","DISEASE"
"ITIH4",0.63152753,"Dir",1,"1","DISEASE"
"ITIH4-AS1",0.980654906,"Dir",1,"1","DISEASE"
"ITPKA",0.805655305,"Dir",1,"1","DISEASE"
"ITPR3",0.332070438,"Dir",3,"3","DISEASE"
"ITPRIP",0.305030949,"Dir",1,"1","DISEASE"
"ITPRIP-AS1",0.997027601,"Dir",1,"1","DISEASE"
"IZUMO2",1,"Dir",1,"1","DISEASE"
"JAG1",0.361273164,"Dir",1,"1","DISEASE"
"JAZF1",0.351321107,"Dir",2,"2","DISEASE"
"JAZF1-AS1",0.924827079,"Dir",2,"2","DISEASE"
"JMJD1C",0.180120815,"Dir",1,"1","DISEASE"
"JMJD1C-AS1",0.945827155,"Dir",1,"1","DISEASE"
"JMJD6",0.165075926,"Dir",1,"1","DISEASE"
"JMJD7",0.220218468,"Dir",1,"1","DISEASE"
"JTB",0.116558803,"Dir",1,"1","DISEASE"
"JUND",0.179409738,"Dir",1,"1","DISEASE"
"KANK2",0.288567956,"Dir",1,"1","DISEASE"
"KANSL2",0.161086473,"Dir",1,"1","DISEASE"
"KAT2B",0.257612886,"Dir",1,"1","DISEASE"
"KBTBD4",0.258309781,"Dir",1,"1","DISEASE"
"KCNC4",0.367529313,"Dir",1,"1","DISEASE"
"KCNH7",0.9821026,"Dir",1,"1","DISEASE"
"KCNJ11",0.808380402,"Dir",1,"1","DISEASE"
"KCNJ14",0.69490711,"Dir",1,"1","DISEASE"
"KCNJ6",0.969229467,"Dir",1,"1","DISEASE"
"KCNK4",1,"Dir",1,"1","DISEASE"
"KCNN2",0.846373549,"Dir",1,"1","DISEASE"
"KCNN3",0.694439284,"Dir",1,"1","DISEASE"
"KCNQ1",0.643048215,"Dir",2,"2","DISEASE"
"KCNQ1-AS1",1,"Dir",1,"1","DISEASE"
"KCNQ1OT1",0.896216948,"Dir",2,"2","DISEASE"
"KCTD19",1,"Dir",1,"1","DISEASE"
"KDELR1",0.137083207,"Dir",1,"1","DISEASE"
"KDM2B",0.247137395,"Dir",3,"3","DISEASE"
"KDM4B",0.269365752,"Dir",1,"1","DISEASE"
"KEAP1",0.224781338,"Dir",1,"1","DISEASE"
"KIAA0408",0.533895176,"Dir",3,"3","DISEASE"
"KIAA2013",0.128057124,"Dir",1,"1","DISEASE"
"KIFAP3",0.25479017,"Dir",1,"1","DISEASE"
"KLB",0.906191848,"Dir",1,"1","DISEASE"
"KLC3",0.879852939,"Dir",1,"1","DISEASE"
"KLF3",0.235750951,"Dir",1,"1","DISEASE"
"KLHL10",0.98294786,"Dir",1,"1","DISEASE"
"KLRF1",0.884860536,"Dir",1,"1","DISEASE"
"KLRF2",1,"Dir",1,"1","DISEASE"
"KLRG2",0.890671546,"Dir",1,"1","DISEASE"
"KMT5B",0.198320035,"Dir",1,"1","DISEASE"
"KNTC1",0.558482605,"Dir",2,"2","DISEASE"
"KREMEN1",0.294539791,"Dir",1,"1","DISEASE"
"KRI1",0.211714437,"Dir",1,"1","DISEASE"
"KRIT1",0.149054193,"Dir",1,"1","DISEASE"
"KRT8P36",0.841497997,"Dir",1,"1","DISEASE"
"KRTCAP2",0.182161083,"Dir",1,"1","DISEASE"
"KRTCAP3",0.451950541,"Dir",1,"1","DISEASE"
"LAMA3",0.489855063,"Dir",1,"1","DISEASE"
"LAMA4",0.386799467,"Dir",1,"1","DISEASE"
"LAMTOR5-AS1",1,"Dir",1,"1","DISEASE"
"LAYN",0.399123271,"Dir",1,"1","DISEASE"
"LBX1-AS1",0.965716217,"Dir",1,"1","DISEASE"
"LCA5",0.487638644,"Dir",1,"1","DISEASE"
"LDLR",0.362742554,"Dir",1,"1","DISEASE"
"LDLRAD2",0.557250954,"Dir",1,"1","DISEASE"
"LEMD2",0.129500208,"Dir",3,"3","DISEASE"
"LEPR",0.511815292,"Dir",1,"1","DISEASE"
"LEPROT",0.155325615,"Dir",1,"1","DISEASE"
"LETR1",0.798267649,"Dir",1,"1","DISEASE"
"LFNG",0.33057899,"Dir",1,"1","DISEASE"
"LGALS1",0.185725261,"Dir",1,"1","DISEASE"
"LGALS2",0.830273363,"Dir",1,"1","DISEASE"
"LGR4",0.238088556,"Dir",1,"1","DISEASE"
"LHX3",1,"Dir",1,"1","DISEASE"
"LIF",0.512654357,"Dir",1,"1","DISEASE"
"LIF-AS2",0.91074066,"Dir",1,"1","DISEASE"
"LIN7B",0.369100676,"Dir",2,"2","DISEASE"
"LINC00163",0.959894973,"Dir",1,"1","DISEASE"
"LINC00165",0.973804861,"Dir",1,"1","DISEASE"
"LINC00208",1,"Dir",2,"2","DISEASE"
"LINC00240",0.92081095,"Dir",4,"4+","DISEASE"
"LINC00299",1,"Dir",1,"1","DISEASE"
"LINC00336",0.997698379,"Dir",1,"1","DISEASE"
"LINC00362",1,"Dir",1,"1","DISEASE"
"LINC00384",1,"Dir",1,"1","DISEASE"
"LINC00400",1,"Dir",1,"1","DISEASE"
"LINC00466",1,"Dir",1,"1","DISEASE"
"LINC00499",0.974659809,"Dir",1,"1","DISEASE"
"LINC00508",1,"Dir",1,"1","DISEASE"
"LINC00567",1,"Dir",1,"1","DISEASE"
"LINC00639",0.960729496,"Dir",1,"1","DISEASE"
"LINC00663",0.508876096,"Dir",2,"2","DISEASE"
"LINC01016",0.953742474,"Dir",1,"1","DISEASE"
"LINC01100",1,"Dir",1,"1","DISEASE"
"LINC01126",0.62470671,"Dir",1,"1","DISEASE"
"LINC01142",1,"Dir",1,"1","DISEASE"
"LINC01150",1,"Dir",1,"1","DISEASE"
"LINC01215",0.946175167,"Dir",1,"1","DISEASE"
"LINC01277",1,"Dir",1,"1","DISEASE"
"LINC01333",1,"Dir",1,"1","DISEASE"
"LINC01335",1,"Dir",1,"1","DISEASE"
"LINC01342",0.967370642,"Dir",1,"1","DISEASE"
"LINC01397",0.999058925,"Dir",1,"1","DISEASE"
"LINC01424",0.979620735,"Dir",1,"1","DISEASE"
"LINC01460",1,"Dir",2,"2","DISEASE"
"LINC01473",0.73958739,"Dir",1,"1","DISEASE"
"LINC01476",1,"Dir",1,"1","DISEASE"
"LINC01503",0.512433184,"Dir",1,"1","DISEASE"
"LINC01525",1,"Dir",1,"1","DISEASE"
"LINC01547",0.74033382,"Dir",1,"1","DISEASE"
"LINC01571",0.968578459,"Dir",1,"1","DISEASE"
"LINC01572",1,"Dir",1,"1","DISEASE"
"LINC01574",0.973943154,"Dir",1,"1","DISEASE"
"LINC01585",1,"Dir",1,"1","DISEASE"
"LINC01621",1,"Dir",1,"1","DISEASE"
"LINC01649",0.975122688,"Dir",1,"1","DISEASE"
"LINC01681",1,"Dir",1,"1","DISEASE"
"LINC01739",1,"Dir",1,"1","DISEASE"
"LINC01754",0.950944658,"Dir",1,"1","DISEASE"
"LINC01757",1,"Dir",1,"1","DISEASE"
"LINC01814",1,"Dir",1,"1","DISEASE"
"LINC01833",0.988998634,"Dir",1,"1","DISEASE"
"LINC01882",1,"Dir",1,"1","DISEASE"
"LINC02055",1,"Dir",1,"1","DISEASE"
"LINC02056",1,"Dir",1,"1","DISEASE"
"LINC02092",1,"Dir",1,"1","DISEASE"
"LINC02166",0.908724552,"Dir",1,"1","DISEASE"
"LINC02178",0.959896247,"Dir",1,"1","DISEASE"
"LINC02265",1,"Dir",1,"1","DISEASE"
"LINC02272",1,"Dir",1,"1","DISEASE"
"LINC02308",0.914743706,"Dir",1,"1","DISEASE"
"LINC02356",0.935381321,"Dir",2,"2","DISEASE"
"LINC02357",1,"Dir",1,"1","DISEASE"
"LINC02374",1,"Dir",1,"1","DISEASE"
"LINC02384",0.958605252,"Dir",1,"1","DISEASE"
"LINC02390",0.967587906,"Dir",1,"1","DISEASE"
"LINC02399",1,"Dir",1,"1","DISEASE"
"LINC02428",1,"Dir",2,"2","DISEASE"
"LINC02435",1,"Dir",1,"1","DISEASE"
"LINC02470",0.995477794,"Dir",1,"1","DISEASE"
"LINC02498",1,"Dir",1,"1","DISEASE"
"LINC02580",0.864536991,"Dir",1,"1","DISEASE"
"LINC02702",1,"Dir",1,"1","DISEASE"
"LINC02709",0.981781263,"Dir",2,"2","DISEASE"
"LINC02723",1,"Dir",1,"1","DISEASE"
"LINC02724",0.939445049,"Dir",1,"1","DISEASE"
"LINC02736",1,"Dir",2,"2","DISEASE"
"LINC02846",0.944182222,"Dir",1,"1","DISEASE"
"LINC02863",0.986011865,"Dir",1,"1","DISEASE"
"LINC02871",1,"Dir",1,"1","DISEASE"
"LINGO1",0.758544442,"Dir",1,"1","DISEASE"
"LINP1",0.972104223,"Dir",1,"1","DISEASE"
"LIPH",0.710053235,"Dir",2,"2","DISEASE"
"LMAN1L",0.854688437,"Dir",1,"1","DISEASE"
"LMF1",0.267488193,"Dir",1,"1","DISEASE"
"LPA",1,"Dir",1,"1","DISEASE"
"LPAR2",0.52756559,"Dir",1,"1","DISEASE"
"LPL",0.584987433,"Dir",1,"1","DISEASE"
"LRIG2",0.294969581,"Dir",1,"1","DISEASE"
"LRIG2-DT",0.941066194,"Dir",1,"1","DISEASE"
"LRP4",0.599910405,"Dir",1,"1","DISEASE"
"LRP5",0.245873802,"Dir",1,"1","DISEASE"
"LRPPRC",0.129578183,"Dir",1,"1","DISEASE"
"LRRC25",0.722631383,"Dir",1,"1","DISEASE"
"LRRC36",0.961584058,"Dir",1,"1","DISEASE"
"LRRFIP2",0.19135161,"Dir",1,"1","DISEASE"
"LSM11",0.540214479,"Dir",1,"1","DISEASE"
"LSP1",0.52461676,"Dir",1,"1","DISEASE"
"LTBP3",0.240479277,"Dir",2,"2","DISEASE"
"LTK",0.807139482,"Dir",1,"1","DISEASE"
"LUC7L2",0.159869997,"Dir",1,"1","DISEASE"
"LYPD4",1,"Dir",1,"1","DISEASE"
"MACROD1",0.382548514,"Dir",3,"3","DISEASE"
"MAD1L1",0.385337063,"Dir",1,"1","DISEASE"
"MADD",0.275046643,"Dir",1,"1","DISEASE"
"MAGI3",0.415030719,"Dir",1,"1","DISEASE"
"MALAT1",0.164466221,"Dir",1,"1","DISEASE"
"MAN2C1",0.142911972,"Dir",1,"1","DISEASE"
"MANBA",0.22891215,"Dir",1,"1","DISEASE"
"MAP1B",0.422870001,"Dir",1,"1","DISEASE"
"MAP3K13",0.270545872,"Dir",2,"2","DISEASE"
"MAP3K14",0.196202522,"Dir",1,"1","DISEASE"
"MAP3K14-AS1",0.841338403,"Dir",1,"1","DISEASE"
"MAP3K4",0.226244649,"Dir",1,"1","DISEASE"
"MAP3K4-AS1",0.720230827,"Dir",1,"1","DISEASE"
"MAP3K6",0.23593994,"Dir",1,"1","DISEASE"
"MAP4",0.237853016,"Dir",1,"1","DISEASE"
"MAP7",0.524072688,"Dir",1,"1","DISEASE"
"MAPKAPK5",0.207992216,"Dir",3,"3","DISEASE"
"MAPKAPK5-AS1",0.173897681,"Dir",3,"3","DISEASE"
"MAPKBP1",0.401086451,"Dir",1,"1","DISEASE"
"MAPRE3",0.303896423,"Dir",1,"1","DISEASE"
"MAPT-AS1",0.956221724,"Dir",1,"1","DISEASE"
"MARCHF2",0.152991337,"Dir",1,"1","DISEASE"
"MARCHF9",0.316917549,"Dir",1,"1","DISEASE"
"MARK2",0.16815115,"Dir",1,"1","DISEASE"
"MARK4",0.313630221,"Dir",1,"1","DISEASE"
"MARS1",0.115528883,"Dir",1,"1","DISEASE"
"MAU2",0.15025174,"Dir",1,"1","DISEASE"
"MBD6",0.259433373,"Dir",1,"1","DISEASE"
"MC1R",0.524926246,"Dir",2,"2","DISEASE"
"MCCC2",0.199147094,"Dir",1,"1","DISEASE"
"MCFD2P1",0.988507482,"Dir",4,"4+","DISEASE"
"MCHR1",0.901281632,"Dir",1,"1","DISEASE"
"MCOLN1",0.291744242,"Dir",1,"1","DISEASE"
"MDK",0.434454164,"Dir",1,"1","DISEASE"
"ME2",0.280715727,"Dir",1,"1","DISEASE"
"MECOM",0.521646345,"Dir",1,"1","DISEASE"
"MED13L",0.248478012,"Dir",1,"1","DISEASE"
"MEF2B",0.287935833,"Dir",1,"1","DISEASE"
"MEGF10",0.942741388,"Dir",1,"1","DISEASE"
"MEI1",0.903118022,"Dir",1,"1","DISEASE"
"MEIOSIN",1,"Dir",1,"1","DISEASE"
"MEPE",1,"Dir",1,"1","DISEASE"
"MESD",0.274451885,"Dir",1,"1","DISEASE"
"METTL1",0.207989991,"Dir",1,"1","DISEASE"
"METTL18",0.29203111,"Dir",1,"1","DISEASE"
