"","Gen","Tau","TypInt","Num","TypNum","Dts"
"10808","SLC25A46",0.139679268,"Ind",4,"4+","EndC90"
"10809","SLC25A5",0.124792789,"Ind",2,"2","EndC90"
"10810","SLC25A5-AS1",0.650420229,"Ind",1,"1","EndC90"
"10811","SLC25A51",0.222394669,"Ind",3,"3","EndC90"
"10812","SLC25A6",0.124753335,"Ind",4,"4+","EndC90"
"10813","SLC26A4-AS1",0.987494403,"Ind",8,"4+","EndC90"
"10814","SLC27A4",0.21437549,"Ind",1,"1","EndC90"
"10815","SLC27A5",0.772160889,"Ind",3,"3","EndC90"
"10816","SLC2A2",0.962387505,"Ind",7,"4+","EndC90"
"10817","SLC2A4RG",0.107525508,"Ind",1,"1","EndC90"
"10818","SLC30A3",0.949433522,"Ind",8,"4+","EndC90"
"10819","SLC30A5",0.178717452,"Ind",5,"4+","EndC90"
"10820","SLC31A2",0.683513773,"Ind",1,"1","EndC90"
"10821","SLC32A1",0.965894088,"Ind",8,"4+","EndC90"
"10822","SLC33A1",0.224025969,"Ind",2,"2","EndC90"
"10823","SLC35A2",0.204026232,"Ind",4,"4+","EndC90"
"10824","SLC35A3",0.35242322,"Ind",5,"4+","EndC90"
"10825","SLC35B2",0.126990852,"Ind",5,"4+","EndC90"
"10826","SLC35C2",0.160632584,"Ind",5,"4+","EndC90"
"10827","SLC35D1",0.32638135,"Ind",3,"3","EndC90"
"10828","SLC35D2",0.22262393,"Ind",1,"1","EndC90"
"10829","SLC35E1",0.143010322,"Ind",2,"2","EndC90"
"10830","SLC35E3",0.559560802,"Ind",4,"4+","EndC90"
"10831","SLC35F5",0.308531875,"Ind",3,"3","EndC90"
"10832","SLC38A10",0.163911004,"Ind",4,"4+","EndC90"
"10833","SLC38A2",0.202975603,"Ind",3,"3","EndC90"
"10834","SLC38A7",0.485747531,"Ind",2,"2","EndC90"
"10835","SLC39A1",0.157605936,"Ind",3,"3","EndC90"
"10836","SLC39A12",0.98772914,"Ind",8,"4+","EndC90"
"10837","SLC39A13",0.192179589,"Ind",5,"4+","EndC90"
"10838","SLC39A5",0.889056031,"Ind",7,"4+","EndC90"
"10839","SLC39A7",0.129871306,"Ind",3,"3","EndC90"
"10840","SLC3A1",0.9271963,"Ind",7,"4+","EndC90"
"10841","SLC3A2",0.115335836,"Ind",3,"3","EndC90"
"10842","SLC41A3",0.209078344,"Ind",3,"3","EndC90"
"10843","SLC45A1",0.475564342,"Ind",8,"4+","EndC90"
"10844","SLC45A2",1,"Ind",7,"4+","EndC90"
"10845","SLC4A10",0.986199582,"Ind",7,"4+","EndC90"
"10846","SLC4A1AP",0.271538729,"Ind",5,"4+","EndC90"
"10847","SLC4A2",0.192610092,"Ind",5,"4+","EndC90"
"10848","SLC4A4",0.759993747,"Ind",6,"4+","EndC90"
"10849","SLC50A1",0.155995542,"Ind",1,"1","EndC90"
"10850","SLC51A",0.712176458,"Ind",1,"1","EndC90"
"10851","SLC5A1",0.841178635,"Ind",4,"4+","EndC90"
"10852","SLC5A11",0.962179408,"Ind",8,"4+","EndC90"
"10853","SLC5A2",0.976307022,"Ind",4,"4+","EndC90"
"10854","SLC5A4",0.802600684,"Ind",7,"4+","EndC90"
"10855","SLC5A6",0.342329228,"Ind",1,"1","EndC90"
"10856","SLC66A3",0.279483052,"Ind",3,"3","EndC90"
"10857","SLC6A1",0.741172062,"Ind",8,"4+","EndC90"
"10858","SLC6A11",0.944094747,"Ind",8,"4+","EndC90"
"10859","SLC6A3",0.979550124,"Ind",2,"2","EndC90"
"10860","SLC6A5",0.971635041,"Ind",5,"4+","EndC90"
"10861","SLC6A6P1",1,"Ind",5,"4+","EndC90"
"10862","SLC6A7",0.963226764,"Ind",8,"4+","EndC90"
"10863","SLC7A14",0.971767863,"Ind",6,"4+","EndC90"
"10864","SLC7A2",0.422685971,"Ind",3,"3","EndC90"
"10865","SLC7A4",0.863988423,"Ind",8,"4+","EndC90"
"10866","SLC7A6",0.37909437,"Ind",4,"4+","EndC90"
"10867","SLC7A6OS",0.228531341,"Ind",5,"4+","EndC90"
"10868","SLC8A2",0.86450339,"Ind",8,"4+","EndC90"
"10869","SLC8B1",0.353974825,"Ind",3,"3","EndC90"
"10870","SLC9A3R1",0.23144906,"Ind",1,"1","EndC90"
"10871","SLC9A5",0.763103897,"Ind",2,"2","EndC90"
"10872","SLC9B1",0.993693899,"Ind",2,"2","EndC90"
"10873","SLCO1A2",0.999355994,"Ind",8,"4+","EndC90"
"10874","SLCO4A1-AS1",0.740873731,"Ind",1,"1","EndC90"
"10875","SLF2",0.298376116,"Ind",5,"4+","EndC90"
"10876","SLFNL1-AS1",0.795104668,"Ind",4,"4+","EndC90"
"10877","SLITRK3",0.860654021,"Ind",6,"4+","EndC90"
"10878","SLK",0.207491338,"Ind",4,"4+","EndC90"
"10879","SLMAP",0.351308946,"Ind",6,"4+","EndC90"
"10880","SLTM",0.125380642,"Ind",6,"4+","EndC90"
"10881","SLU7",0.137027373,"Ind",1,"1","EndC90"
"10882","SLX1A",0.608876509,"Ind",5,"4+","EndC90"
"10883","SLX9",0.288236929,"Ind",4,"4+","EndC90"
"10884","SMAD4",0.179492585,"Ind",4,"4+","EndC90"
"10885","SMARCA4",0.220062942,"Ind",5,"4+","EndC90"
"10886","SMARCA5",0.185667619,"Ind",5,"4+","EndC90"
"10887","SMARCAL1",0.200704939,"Ind",5,"4+","EndC90"
"10888","SMARCB1",0.183093288,"Ind",5,"4+","EndC90"
"10889","SMARCC1",0.171671978,"Ind",5,"4+","EndC90"
"10890","SMARCC2",0.146627427,"Ind",6,"4+","EndC90"
"10891","SMARCD1",0.134635251,"Ind",5,"4+","EndC90"
"10892","SMARCD2",0.146950912,"Ind",5,"4+","EndC90"
"10893","SMARCE1",0.213791381,"Ind",5,"4+","EndC90"
"10894","SMC1A",0.203873034,"Ind",1,"1","EndC90"
"10895","SMC3",0.258996166,"Ind",1,"1","EndC90"
"10896","SMC6",0.384168583,"Ind",2,"2","EndC90"
"10897","SMCHD1",0.221784906,"Ind",3,"3","EndC90"
"10898","SMG1",0.21014724,"Ind",6,"4+","EndC90"
"10899","SMG6",0.284606738,"Ind",6,"4+","EndC90"
"10900","SMG7",0.247470514,"Ind",7,"4+","EndC90"
"10901","SMG8",0.259623684,"Ind",1,"1","EndC90"
"10902","SMG9",0.357317051,"Ind",5,"4+","EndC90"
"10903","SMIM10L1",0.263090511,"Ind",5,"4+","EndC90"
"10904","SMIM12",0.220776732,"Ind",5,"4+","EndC90"
"10905","SMIM2-AS1",0.96295534,"Ind",1,"1","EndC90"
"10906","SMIM26",0.133113394,"Ind",4,"4+","EndC90"
"10907","SMIM27",0.579438325,"Ind",4,"4+","EndC90"
"10908","SMIM32",0.963330031,"Ind",7,"4+","EndC90"
"10909","SMIM43",0.929752983,"Ind",8,"4+","EndC90"
"10910","SMLR1",0.979069744,"Ind",7,"4+","EndC90"
"10911","SMN1",0.330585124,"Ind",4,"4+","EndC90"
"10912","SMNDC1",0.151648552,"Ind",4,"4+","EndC90"
"10913","SMPD1",0.133399781,"Ind",2,"2","EndC90"
"10914","SMPD2",0.437730215,"Ind",5,"4+","EndC90"
"10915","SMPD4",0.20637779,"Ind",5,"4+","EndC90"
"10916","SMPD4P1",1,"Ind",3,"3","EndC90"
"10917","SMU1",0.163218007,"Ind",3,"3","EndC90"
"10918","SMURF2P1",0.582488808,"Ind",3,"3","EndC90"
"10919","SMYD1",0.888287092,"Ind",3,"3","EndC90"
"10920","SMYD3-AS1",1,"Ind",8,"4+","EndC90"
"10921","SMYD5",0.193671792,"Ind",4,"4+","EndC90"
"10922","SNAP23",0.179187912,"Ind",3,"3","EndC90"
"10923","SNAP25",0.815049539,"Ind",8,"4+","EndC90"
"10924","SNAP25-AS1",0.985249874,"Ind",4,"4+","EndC90"
"10925","SNAP29",0.239131451,"Ind",5,"4+","EndC90"
"10926","SNAP91",0.939607546,"Ind",8,"4+","EndC90"
"10927","SNAPC2",0.286391377,"Ind",5,"4+","EndC90"
"10928","SNAPC4",0.350353588,"Ind",6,"4+","EndC90"
"10929","SNCB",0.978387464,"Ind",8,"4+","EndC90"
"10930","SNCG",0.38622192,"Ind",8,"4+","EndC90"
"10931","SNF8",0.107166066,"Ind",5,"4+","EndC90"
"10932","SNHG6",0.173717389,"Ind",3,"3","EndC90"
"10933","SNHG8",0.197759311,"Ind",3,"3","EndC90"
"10934","SNHG9",0.217905365,"Ind",3,"3","EndC90"
"10935","SNIP1",0.295210583,"Ind",3,"3","EndC90"
"10936","SNORA71A",0.770226108,"Ind",4,"4+","EndC90"
"10937","SNORA77",0.912437353,"Ind",2,"2","EndC90"
"10938","SNORD62B",0.911947589,"Ind",2,"2","EndC90"
"10939","SNORD96A",0.822318246,"Ind",2,"2","EndC90"
"10940","SNPH",0.552035613,"Ind",8,"4+","EndC90"
"10941","SNRK",0.227520852,"Ind",3,"3","EndC90"
"10942","SNRK-AS1",0.773231687,"Ind",3,"3","EndC90"
"10943","SNRNP200",0.134058532,"Ind",5,"4+","EndC90"
"10944","SNRNP48",0.219184655,"Ind",5,"4+","EndC90"
"10945","SNRNP70",0.119752489,"Ind",5,"4+","EndC90"
"10946","SNRPA",0.131382669,"Ind",5,"4+","EndC90"
"10947","SNRPA1",0.187415782,"Ind",3,"3","EndC90"
"10948","SNRPB",0.098696533,"Ind",5,"4+","EndC90"
"10949","SNRPB2",0.13953069,"Ind",5,"4+","EndC90"
"10950","SNRPC",0.170035117,"Ind",4,"4+","EndC90"
"10951","SNRPD2",0.139029515,"Ind",6,"4+","EndC90"
"10952","SNRPD3",0.080357943,"Ind",5,"4+","EndC90"
"10953","SNRPEP4",0.470541473,"Ind",2,"2","EndC90"
"10954","SNRPF",0.123623214,"Ind",4,"4+","EndC90"
"10955","SNU13",0.118704165,"Ind",6,"4+","EndC90"
"10956","SNW1",0.133079689,"Ind",5,"4+","EndC90"
"10957","SNX1",0.261165074,"Ind",5,"4+","EndC90"
"10958","SNX11",0.249915493,"Ind",3,"3","EndC90"
"10959","SNX12",0.14602458,"Ind",5,"4+","EndC90"
"10960","SNX13",0.235214086,"Ind",2,"2","EndC90"
"10961","SNX14",0.276747667,"Ind",5,"4+","EndC90"
"10962","SNX15",0.15941202,"Ind",4,"4+","EndC90"
"10963","SNX17",0.087419641,"Ind",5,"4+","EndC90"
"10964","SNX18P26",1,"Ind",3,"3","EndC90"
"10965","SNX18P3",0.972193687,"Ind",1,"1","EndC90"
"10966","SNX22",0.759659469,"Ind",1,"1","EndC90"
"10967","SNX29",0.211159651,"Ind",2,"2","EndC90"
"10968","SNX3",0.08808754,"Ind",5,"4+","EndC90"
"10969","SNX30-DT",1,"Ind",2,"2","EndC90"
"10970","SNX32",0.900035856,"Ind",6,"4+","EndC90"
"10971","SNX4",0.194368846,"Ind",5,"4+","EndC90"
"10972","SNX5",0.235643896,"Ind",5,"4+","EndC90"
"10973","SOAT2",0.875820042,"Ind",7,"4+","EndC90"
"10974","SOCS5",0.234304166,"Ind",2,"2","EndC90"
"10975","SOCS7",0.50994257,"Ind",1,"1","EndC90"
"10976","SOD3",0.327679075,"Ind",2,"2","EndC90"
"10977","SOGA1",0.306663814,"Ind",2,"2","EndC90"
"10978","SOHLH1",0.959902666,"Ind",8,"4+","EndC90"
"10979","SON",0.12244796,"Ind",5,"4+","EndC90"
"10980","SORCS3",0.901167381,"Ind",8,"4+","EndC90"
"10981","SOS2",0.157264353,"Ind",4,"4+","EndC90"
"10982","SOX1-OT",0.936479454,"Ind",6,"4+","EndC90"
"10983","SOX21-AS1",0.901636576,"Ind",4,"4+","EndC90"
"10984","SOX7",0.518380049,"Ind",2,"2","EndC90"
"10985","SOX8",0.757645558,"Ind",8,"4+","EndC90"
"10986","SP100",0.213957378,"Ind",5,"4+","EndC90"
"10987","SP110",0.409202363,"Ind",2,"2","EndC90"
"10988","SP2",0.149482867,"Ind",5,"4+","EndC90"
"10989","SP3",0.206753235,"Ind",4,"4+","EndC90"
"10990","SPAAR",0.738607915,"Ind",4,"4+","EndC90"
"10991","SPAG7",0.14201807,"Ind",5,"4+","EndC90"
"10992","SPANXB1",1,"Ind",6,"4+","EndC90"
"10993","SPARCL1",0.264663081,"Ind",8,"4+","EndC90"
"10994","SPART",0.23701946,"Ind",3,"3","EndC90"
"10995","SPAST",0.199461302,"Ind",5,"4+","EndC90"
"10996","SPATA1",0.9714756,"Ind",5,"4+","EndC90"
"10997","SPATA31D1",1,"Ind",1,"1","EndC90"
"10998","SPCS1",0.142357201,"Ind",5,"4+","EndC90"
"10999","SPCS2P4",0.581197874,"Ind",1,"1","EndC90"
"11000","SPCS3",0.128330035,"Ind",5,"4+","EndC90"
"11001","SPCS3-AS1",0.901780575,"Ind",4,"4+","EndC90"
"11002","SPDYA",0.974439904,"Ind",2,"2","EndC90"
"11003","SPECC1L",0.224484183,"Ind",4,"4+","EndC90"
"11004","SPEF1",0.857184136,"Ind",7,"4+","EndC90"
"11005","SPEG",0.499279619,"Ind",8,"4+","EndC90"
"11006","SPEN",0.191048861,"Ind",4,"4+","EndC90"
"11007","SPG11",0.181520037,"Ind",5,"4+","EndC90"
"11008","SPG21",0.120024189,"Ind",5,"4+","EndC90"
"11009","SPHK2",0.30237046,"Ind",4,"4+","EndC90"
"11010","SPHKAP",0.960602644,"Ind",1,"1","EndC90"
"11011","SPI1",0.603348319,"Ind",3,"3","EndC90"
"11012","SPICE1",0.312888545,"Ind",3,"3","EndC90"
"11013","SPIDR",0.187962948,"Ind",1,"1","EndC90"
"11014","SPIN1",0.245887236,"Ind",4,"4+","EndC90"
"11015","SPNS1",0.12565471,"Ind",5,"4+","EndC90"
"11016","SPOCK1",0.383981994,"Ind",8,"4+","EndC90"
"11017","SPOCK2",0.54971001,"Ind",3,"3","EndC90"
"11018","SPOP",0.216216018,"Ind",4,"4+","EndC90"
"11019","SPOPL",0.300471952,"Ind",3,"3","EndC90"
"11020","SPOPL-DT",1,"Ind",6,"4+","EndC90"
"11021","SPPL2A",0.271135398,"Ind",5,"4+","EndC90"
"11022","SPPL2B",0.231028418,"Ind",4,"4+","EndC90"
"11023","SPPL3",0.227903926,"Ind",4,"4+","EndC90"
"11024","SPRING1",0.537130452,"Ind",2,"2","EndC90"
"11025","SPRR2F",0.886481964,"Ind",1,"1","EndC90"
"11026","SPRYD3",0.196426666,"Ind",6,"4+","EndC90"
"11027","SPSB3",0.104021473,"Ind",6,"4+","EndC90"
"11028","SPTA1",0.938876765,"Ind",1,"1","EndC90"
"11029","SPTBN1-AS1",1,"Ind",1,"1","EndC90"
"11030","SPTBN2",0.651650104,"Ind",4,"4+","EndC90"
"11031","SPTBN4",0.802356206,"Ind",8,"4+","EndC90"
"11032","SPTLC1P1",1,"Ind",5,"4+","EndC90"
"11033","SPTLC1P5",1,"Ind",5,"4+","EndC90"
"11034","SPTY2D1OS",0.89660116,"Ind",2,"2","EndC90"
"11035","SPX",0.803820684,"Ind",1,"1","EndC90"
"11036","SQOR",0.239803607,"Ind",3,"3","EndC90"
"11037","SRBD1",0.306575956,"Ind",3,"3","EndC90"
"11038","SRCAP",0.146189579,"Ind",6,"4+","EndC90"
"11039","SRCIN1",0.834577861,"Ind",8,"4+","EndC90"
"11040","SREK1",0.190140107,"Ind",3,"3","EndC90"
"11041","SRF",0.232572314,"Ind",5,"4+","EndC90"
"11042","SRGAP3-AS3",1,"Ind",4,"4+","EndC90"
"11043","SRM",0.178100839,"Ind",4,"4+","EndC90"
"11044","SRP14",0.095381243,"Ind",6,"4+","EndC90"
"11045","SRP68",0.094875162,"Ind",5,"4+","EndC90"
"11046","SRP72",0.1506668,"Ind",5,"4+","EndC90"
"11047","SRPX",0.341830675,"Ind",4,"4+","EndC90"
"11048","SRRD",0.194430704,"Ind",3,"3","EndC90"
"11049","SRRM1",0.195135668,"Ind",5,"4+","EndC90"
"11050","SRRM2",0.112976608,"Ind",6,"4+","EndC90"
"11051","SRRM4",0.986727437,"Ind",8,"4+","EndC90"
"11052","SRRT",0.216437388,"Ind",5,"4+","EndC90"
"11053","SRSF1",0.120051395,"Ind",5,"4+","EndC90"
"11054","SRSF11",0.134989333,"Ind",4,"4+","EndC90"
"11055","SRSF2",0.093120786,"Ind",5,"4+","EndC90"
"11056","SRSF3",0.129915944,"Ind",3,"3","EndC90"
"11057","SRSF4",0.113057594,"Ind",5,"4+","EndC90"
"11058","SRSF5",0.121935251,"Ind",6,"4+","EndC90"
"11059","SRSF6P2",1,"Ind",5,"4+","EndC90"
"11060","SRSF7",0.134071077,"Ind",1,"1","EndC90"
"11061","SRSF9",0.130550533,"Ind",6,"4+","EndC90"
"11062","SS18",0.164731017,"Ind",3,"3","EndC90"
"11063","SSB",0.142944423,"Ind",5,"4+","EndC90"
"11064","SSBP1",0.08634239,"Ind",2,"2","EndC90"
"11065","SSBP3P1",0.695516481,"Ind",2,"2","EndC90"
"11066","SSBP4",0.244527289,"Ind",5,"4+","EndC90"
"11067","SSH1",0.27382502,"Ind",4,"4+","EndC90"
"11068","SSH3",0.259716995,"Ind",5,"4+","EndC90"
"11069","SSR1",0.151055679,"Ind",5,"4+","EndC90"
"11070","SSR2",0.138601963,"Ind",5,"4+","EndC90"
"11071","SSR3",0.161727495,"Ind",2,"2","EndC90"
"11072","SSRP1",0.117705798,"Ind",5,"4+","EndC90"
"11073","SSTR3",0.912677301,"Ind",4,"4+","EndC90"
"11074","SSTR5",0.930753367,"Ind",2,"2","EndC90"
"11075","SSU72",0.11972634,"Ind",5,"4+","EndC90"
"11076","SSUH2",0.973606933,"Ind",7,"4+","EndC90"
"11077","ST13",0.221561231,"Ind",6,"4+","EndC90"
"11078","ST13P15",1,"Ind",5,"4+","EndC90"
"11079","ST13P7",1,"Ind",5,"4+","EndC90"
"11080","ST3GAL1",0.358525928,"Ind",1,"1","EndC90"
"11081","ST7-AS2",1,"Ind",6,"4+","EndC90"
"11082","ST8SIA5",0.969201934,"Ind",4,"4+","EndC90"
"11083","STAC2",0.72901698,"Ind",8,"4+","EndC90"
"11084","STAG1",0.248687262,"Ind",6,"4+","EndC90"
"11085","STAG2",0.179905966,"Ind",4,"4+","EndC90"
"11086","STAG3L2",0.388514416,"Ind",2,"2","EndC90"
"11087","STAG3L5P",0.244563906,"Ind",2,"2","EndC90"
"11088","STAMBP",0.197866794,"Ind",5,"4+","EndC90"
"11089","STARD3",0.178381705,"Ind",5,"4+","EndC90"
"11090","STARD3NL",0.166681487,"Ind",1,"1","EndC90"
"11091","STARD7",0.161770728,"Ind",5,"4+","EndC90"
"11092","STAT3",0.13365936,"Ind",4,"4+","EndC90"
"11093","STAT5B",0.191256085,"Ind",5,"4+","EndC90"
"11094","STAT6",0.134042811,"Ind",4,"4+","EndC90"
"11095","STAU1",0.132407413,"Ind",4,"4+","EndC90"
"11096","STC2",0.659749013,"Ind",7,"4+","EndC90"
"11097","STEAP2-AS1",1,"Ind",4,"4+","EndC90"
"11098","STEEP1",0.164303858,"Ind",6,"4+","EndC90"
"11099","STIM1",0.146863643,"Ind",5,"4+","EndC90"
"11100","STIM1-AS1",0.985272026,"Ind",3,"3","EndC90"
"11101","STIP1",0.198648516,"Ind",3,"3","EndC90"
"11102","STK10",0.473903176,"Ind",3,"3","EndC90"
"11103","STK11",0.296271677,"Ind",1,"1","EndC90"
"11104","STK11IP",0.341730947,"Ind",5,"4+","EndC90"
"11105","STK16",0.185265908,"Ind",5,"4+","EndC90"
"11106","STK24",0.250171388,"Ind",1,"1","EndC90"
"11107","STK25",0.176622439,"Ind",4,"4+","EndC90"
"11108","STK35",0.325396277,"Ind",5,"4+","EndC90"
"11109","STK4",0.418452185,"Ind",5,"4+","EndC90"
"11110","STMN4",0.989398807,"Ind",8,"4+","EndC90"
"11111","STMP1",0.185291381,"Ind",3,"3","EndC90"
"11112","STOML2",0.086139328,"Ind",4,"4+","EndC90"
"11113","STPG1",0.74041543,"Ind",1,"1","EndC90"
"11114","STRADA",0.273743917,"Ind",7,"4+","EndC90"
"11115","STRAP",0.08336723,"Ind",5,"4+","EndC90"
"11116","STRC",0.968609577,"Ind",7,"4+","EndC90"
"11117","STRIP1",0.171048181,"Ind",4,"4+","EndC90"
"11118","STRN",0.249811767,"Ind",6,"4+","EndC90"
"11119","STRN4",0.2458549,"Ind",5,"4+","EndC90"
"11120","STT3B",0.229145936,"Ind",4,"4+","EndC90"
"11121","STUB1",0.081366674,"Ind",5,"4+","EndC90"
"11122","STX10",0.165203291,"Ind",5,"4+","EndC90"
"11123","STX16",0.129431209,"Ind",6,"4+","EndC90"
"11124","STX17",0.167629981,"Ind",4,"4+","EndC90"
"11125","STX18",0.250732812,"Ind",5,"4+","EndC90"
"11126","STX1A",0.617833474,"Ind",7,"4+","EndC90"
"11127","STX1B",0.798953674,"Ind",8,"4+","EndC90"
"11128","STX4",0.143526342,"Ind",6,"4+","EndC90"
"11129","STX5",0.128452092,"Ind",5,"4+","EndC90"
"11130","STX7",0.293231437,"Ind",1,"1","EndC90"
"11131","STX8",0.260846159,"Ind",1,"1","EndC90"
"11132","STXBP1",0.456487423,"Ind",8,"4+","EndC90"
"11133","STXBP2",0.439725228,"Ind",2,"2","EndC90"
"11134","STXBP3",0.160136028,"Ind",5,"4+","EndC90"
"11135","STXBP5L",0.897357055,"Ind",5,"4+","EndC90"
"11136","STYXL1",0.251003573,"Ind",2,"2","EndC90"
"11137","SUB1",0.107842617,"Ind",4,"4+","EndC90"
"11138","SUCLA2-AS1",0.987731311,"Ind",5,"4+","EndC90"
"11139","SUCLG1",0.191486578,"Ind",5,"4+","EndC90"
"11140","SUCLG2",0.191212064,"Ind",1,"1","EndC90"
"11141","SUCO",0.273283739,"Ind",1,"1","EndC90"
"11142","SUDS3",0.152617988,"Ind",5,"4+","EndC90"
"11143","SUDS3P1",0.924536937,"Ind",5,"4+","EndC90"
"11144","SUFU",0.265031554,"Ind",2,"2","EndC90"
"11145","SUGP1",0.255835596,"Ind",5,"4+","EndC90"
"11146","SUGP2",0.212409264,"Ind",5,"4+","EndC90"
"11147","SUGT1P1",0.8270447,"Ind",5,"4+","EndC90"
"11148","SULT2A1",0.924528541,"Ind",7,"4+","EndC90"
"11149","SULT4A1",0.892819513,"Ind",8,"4+","EndC90"
"11150","SUMF1",0.236955495,"Ind",5,"4+","EndC90"
"11151","SUMF2",0.098173615,"Ind",5,"4+","EndC90"
"11152","SUMO1",0.085273186,"Ind",3,"3","EndC90"
"11153","SUMO2P1",0.987856309,"Ind",5,"4+","EndC90"
"11154","SUMO2P17",1,"Ind",2,"2","EndC90"
"11155","SUMO2P21",0.991874725,"Ind",6,"4+","EndC90"
"11156","SUN2",0.230515647,"Ind",4,"4+","EndC90"
"11157","SUPT16H",0.154185964,"Ind",5,"4+","EndC90"
"11158","SUPT20H",0.229827693,"Ind",5,"4+","EndC90"
"11159","SUPT4H1",0.116775473,"Ind",2,"2","EndC90"
"11160","SUPT6H",0.094882189,"Ind",6,"4+","EndC90"
"11161","SUPT7L",0.145813217,"Ind",7,"4+","EndC90"
"11162","SUPV3L1",0.178808353,"Ind",3,"3","EndC90"
"11163","SURF1",0.08764985,"Ind",5,"4+","EndC90"
"11164","SURF2",0.400597243,"Ind",2,"2","EndC90"
"11165","SURF4",0.098323657,"Ind",4,"4+","EndC90"
"11166","SURF6",0.151732275,"Ind",5,"4+","EndC90"
"11167","SUSD1",0.347868933,"Ind",2,"2","EndC90"
"11168","SUSD4",0.693382375,"Ind",8,"4+","EndC90"
"11169","SUSD6",0.215058152,"Ind",3,"3","EndC90"
"11170","SUV39H1",0.309274074,"Ind",4,"4+","EndC90"
"11171","SV2A",0.671165066,"Ind",6,"4+","EndC90"
"11172","SV2C",0.989403883,"Ind",4,"4+","EndC90"
"11173","SVOP",0.963184458,"Ind",8,"4+","EndC90"
"11174","SYBU",0.409723097,"Ind",8,"4+","EndC90"
"11175","SYDE1",0.313019794,"Ind",7,"4+","EndC90"
"11176","SYF2",0.179221695,"Ind",4,"4+","EndC90"
"11177","SYK",0.520407358,"Ind",4,"4+","EndC90"
"11178","SYMPK",0.219949269,"Ind",5,"4+","EndC90"
"11179","SYN1",0.856229322,"Ind",8,"4+","EndC90"
"11180","SYN2",0.777324135,"Ind",8,"4+","EndC90"
"11181","SYNCRIP",0.152283956,"Ind",5,"4+","EndC90"
"11182","SYNDIG1",0.741206029,"Ind",8,"4+","EndC90"
"11183","SYNGR1",0.437491998,"Ind",4,"4+","EndC90"
"11184","SYNGR2",0.160054158,"Ind",5,"4+","EndC90"
"11185","SYNGR3",0.891077994,"Ind",8,"4+","EndC90"
"11186","SYNPO",0.374513343,"Ind",8,"4+","EndC90"
"11187","SYNPR",0.997512531,"Ind",8,"4+","EndC90"
"11188","SYNRG",0.229220968,"Ind",4,"4+","EndC90"
"11189","SYP",0.768118885,"Ind",8,"4+","EndC90"
"11190","SYP-AS1",1,"Ind",8,"4+","EndC90"
"11191","SYPL1",0.12708382,"Ind",4,"4+","EndC90"
"11192","SYT1",0.867928549,"Ind",8,"4+","EndC90"
"11193","SYT11",0.490925706,"Ind",7,"4+","EndC90"
"11194","SYT12",0.84758913,"Ind",8,"4+","EndC90"
"11195","SYT13",0.848150747,"Ind",8,"4+","EndC90"
"11196","SYT16",0.965814104,"Ind",2,"2","EndC90"
"11197","SYT2",0.961199042,"Ind",8,"4+","EndC90"
"11198","SYT4",0.941574777,"Ind",6,"4+","EndC90"
"11199","SYT5",0.94687121,"Ind",8,"4+","EndC90"
"11200","SYT7",0.608901799,"Ind",8,"4+","EndC90"
"11201","SYVN1",0.133837047,"Ind",5,"4+","EndC90"
"11202","SZRD1",0.141775188,"Ind",5,"4+","EndC90"
"11203","TAB1",0.204713043,"Ind",5,"4+","EndC90"
"11204","TAB2",0.17045916,"Ind",2,"2","EndC90"
"11205","TAB3",0.391342217,"Ind",2,"2","EndC90"
"11206","TACC1",0.236830962,"Ind",1,"1","EndC90"
"11207","TACC3",0.575868633,"Ind",6,"4+","EndC90"
"11208","TACO1",0.212003139,"Ind",3,"3","EndC90"
"11209","TADA2A",0.317061959,"Ind",4,"4+","EndC90"
"11210","TADA2B",0.204054906,"Ind",2,"2","EndC90"
"11211","TADA3",0.141102889,"Ind",4,"4+","EndC90"
"11212","TAF1",0.212668,"Ind",6,"4+","EndC90"
"11213","TAF10",0.217576835,"Ind",5,"4+","EndC90"
"11214","TAF11",0.155091965,"Ind",5,"4+","EndC90"
"11215","TAF15",0.13047009,"Ind",5,"4+","EndC90"
"11216","TAF1C",0.181489436,"Ind",5,"4+","EndC90"
"11217","TAF1D",0.172702301,"Ind",1,"1","EndC90"
"11218","TAF3",0.279890815,"Ind",2,"2","EndC90"
"11219","TAF4",0.323102619,"Ind",5,"4+","EndC90"
"11220","TAF5L",0.313376941,"Ind",4,"4+","EndC90"
"11221","TAF6",0.18670647,"Ind",4,"4+","EndC90"
"11222","TAF6L",0.185870277,"Ind",5,"4+","EndC90"
"11223","TAF8",0.26997898,"Ind",4,"4+","EndC90"
"11224","TAF9",0.303205205,"Ind",2,"2","EndC90"
"11225","TAFA2",0.910322687,"Ind",1,"1","EndC90"
"11226","TAFAZZIN",0.190632136,"Ind",5,"4+","EndC90"
"11227","TAGLN2",0.189149532,"Ind",1,"1","EndC90"
"11228","TAGLN2P1",0.882698507,"Ind",1,"1","EndC90"
"11229","TAGLN3",0.922681967,"Ind",8,"4+","EndC90"
"11230","TAOK1",0.209078814,"Ind",5,"4+","EndC90"
"11231","TAOK2",0.188928852,"Ind",5,"4+","EndC90"
"11232","TAOK3",0.17212774,"Ind",5,"4+","EndC90"
"11233","TAPBP",0.191434032,"Ind",4,"4+","EndC90"
"11234","TAPBPL",0.264042814,"Ind",4,"4+","EndC90"
